id,course_specific_id,gender,year_of_birth,level_of_education,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
7c61048275a9ba68679ecfe1f6c95c5b36a6ea39bf870685ab8aa839b2e91110,4e8aeff60f18c1dd8bc441cf67c60e8d,f,1974,m,choice_0,choice_2,choice_1,choice_0,choice_1,choice_1,choice_2,choice_1,choice_1,choice_0,choice_0
99314399c0ec182db7a0812acdf58f12560956e41b049d69a4d6a1b2a77c02cc,a556453b0f7f9d1038c4865871446cd9,m,1989,p,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_3,choice_1,choice_0,choice_1
a117b0e873382c936095cd7a79311c2b3634da54b071b8c544adcbdd272efd7f,b0b462a8ec3c9aae578d9da51a6f3832,m,1965,p,choice_0,choice_2,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
8ed5945b721946255ba3949815c926e6bb7a758804bcd807d6433a8921a777c8,f4d5bf36ccb015134f87e5cbfe889779,m,1985,m,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_1
3edefa1c060cc672a152332d49c0bc400c61878399fa7652e2af024989a802d2,3222d29dda5979ef70f12f6b6b3679e4,m,1963,m,choice_0,choice_0,choice_1,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
493e10b66017a91cd0776492d81aa3377db99dde20ca608922caffb8efb1668f,a35e5124511e4b84af817e628bda4fbc,m,1996,jhs,choice_0,choice_0,choice_1,choice_0,choice_0,choice_1,choice_1,choice_2,choice_2,choice_0,choice_1
3bee67cf9d1ebd304bfa135eb4fbdb29456d14ca83f3e2ebfd38d510cea7c81b,ed2ed1b6f02ba922f6ec50aae25d78a5,f,1983,m,choice_0,choice_2,choice_1,choice_1,choice_2,choice_1,choice_2,choice_3,choice_1,choice_0,choice_0
6d3ab56c41fb89b3e5d6206adc83bdabddb5663c2887d6427eafb2cdb873542c,b2d977e1c7b18240491d1f3be6e4a5aa,m,1991,m,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_1
a05ce308aafde0661e0213513fbc72e264c1b645c702f1e2766a491c7aeb1dc4,de60a47e0c0d88bffe9684a22daf0c36,m,1968,b,choice_0,choice_2,choice_1,choice_1,choice_1,choice_2,choice_1,choice_1,choice_1,choice_0,choice_0
62ffe51c842e5471493bb2143598c4094698cf0ed59bc8456042318394d03ee5,5a4b08051c0f9ddd31f32643f7fd354d,m,1943,a,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1,choice_1,choice_0,choice_0
a953c6474b5a5ad7fce5f5af34316f5fc95236df6dc09aafe0829716ba227bde,c3e2cf6afa33a7de3d41167fb35bbe2d,m,1977,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_2,choice_3,choice_2,choice_2,choice_0,choice_1
2124c798a8787ba8bf90a9fa3d864955078fd958b1e8affe45f8889edaa193ea,b08a89cd404531cb73ebf6d3b95cce62,f,1966,m,choice_0,choice_0,choice_0,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
70d0ab75d3c289becac940419e4f58fa5aeab05bd766673ac0765690518eef15,2be916a02f78c7f6ce9434335cf3bd5c,m,1993,m,choice_2,choice_1,choice_1,choice_0,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_0
2280f90b509b9a7c5589ebb465a9b66caac50139aed8bac45e357a59866ba70b,255c7812dc1a864ccc5a9ab6f3f1ba18,m,1956,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_0
395cb28eeb23bbb87cdb3302f2ac526cec42fdf3ad83adb427224f317160e0f7,1c2dd7727227ec617e011962fa8aed9c,,None,,choice_0,choice_0,choice_1,choice_0,choice_1,choice_0,choice_0,choice_1,choice_0,choice_0,choice_0
38b7087280e6e311c675f6889261144926147c71a91a6356dcb265527a8bc267,84cc8b1215dde2373d694f04fa73986e,f,1981,m,choice_0,choice_0,choice_2,choice_1,choice_1,choice_2,choice_1,choice_1,choice_2,choice_0,choice_1
1fbb160ee5cf91cac2b2bcd7d2e8a50c38bfe39fe13592257a826a21cad431f8,fec00108e35e8c4a417012403230698f,m,1985,m,choice_2,choice_2,choice_0,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1
1040a255202e5c9e8cdfffb586655a4ddfe0fc4f6a30d615b0f9f1ef892a28d9,aa5a14893ca6af092afcd068c6407e75,f,1970,m,choice_0,choice_0,choice_1,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_1
c395a95dc7f23b90b7ec0fc066d507a49ecedd9917395a5d8d0b0510529e2bf4,04a05f62d4bc103fb142c40d79485671,m,1994,b,choice_0,choice_0,choice_1,choice_0,choice_1,choice_2,choice_0,choice_1,choice_1,choice_0,choice_1
eb41edcc62c955a2606f844896ee58e0dc11feeb37c3e74da7d406837bbb2792,403b5f16f2d476fe51f5c466ca45d258,f,1977,m,choice_0,choice_0,choice_1,choice_1,choice_0,choice_0,choice_0,choice_1,choice_0,choice_0,choice_0
22613f886b6b1ed8838a17ec62ad56835ddb1964e763cbf51d6ee6a9854d5e99,5db6b52ce390922e1f8cb954b80f8b30,,None,,choice_0,choice_2,choice_0,choice_1,NA,choice_3,NA,NA,choice_0,choice_0,choice_1
ef3f0f463ceb47f7fe753a8e174b172ca74d4c0627199dd6b7ab63e509ffac4c,95d4e19109ba6c956fb9a76a86a30814,m,1956,m,choice_0,choice_0,choice_1,choice_1,choice_2,choice_2,choice_1,choice_2,choice_2,choice_0,choice_0
f362454dfb82b7768634cbb768e539be991ab2443d4c565e54939e8cbbf9a5ca,96d98adcfd10bb5974b1ff0606fa04d7,f,1989,m,choice_0,choice_2,choice_1,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_0,choice_0
27ed136c1e44643b0bd34150e9607c4e3ec49e3e7ecbdffb1383f36e7b727e38,e7c4625fc41508ce857017a806f97086,m,None,p,choice_0,choice_0,choice_0,choice_1,choice_0,choice_2,choice_0,NA,choice_1,choice_0,choice_0
d91e9bff054b8597089fac4f445faebb293a4224b8312e3a7236ef0e3ca38fdb,83558478806f87d7de249eb6239000f4,,None,,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_2,choice_2,choice_0,choice_0
86f9d7cb86196d3799f674dce421086ef4837bcc8fe1119903197f9e9e4333db,3cfba0851dc854a275e0859b77a41344,f,1976,m,choice_0,choice_2,choice_2,choice_0,choice_1,choice_2,choice_1,choice_2,choice_2,choice_0,choice_1
b5ca1c3f31288844976333565bba634f84eacc742894871e01f99b597903f7cf,53d1c4d6c5e1d6cad4e2d1188ecf2106,m,1953,,choice_2,choice_0,choice_1,choice_1,choice_2,choice_1,choice_2,choice_3,choice_2,choice_0,choice_0
1aa20d1ad1a01ec52e1d956a177fe644a0c40ae59d2c8d7dded99aa1dd1a2ca6,a33aca6e5051f9f21a642511bedcfbc9,m,1966,b,choice_0,choice_2,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,choice_1,choice_0,choice_0
913bd743f4562c55bd130a89543015fad42e571da809b6f8f0ea8f8788c7cdcc,aee33336bd72116ed3c1a64bbbf1530d,f,1987,jhs,choice_0,choice_0,choice_0,choice_1,choice_4,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
f452f0f6f4204a32747e0b2712e356db999ef0d740b36f4b4c12aef8df0fad97,513401771f371a19ddc6ea704ebb0a04,m,1954,jhs,choice_0,choice_2,choice_2,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0
9a06b916d123d8e95150b958bfaef5af85c9e802cd4313673bea3493c9f1b31b,a16c886dcd9b8a2332686dc2f0824bc5,m,1987,b,choice_0,choice_1,choice_0,choice_1,choice_3,choice_0,choice_0,choice_1,choice_1,choice_0,choice_0
79debd5da33aa6a1a7d958834f09f948878d7d1b0245f2bf030e5be84eef841e,35cfbb438ffda9da75dae2a7cd4fa257,m,1957,m,choice_0,choice_0,choice_1,choice_0,choice_0,choice_1,choice_1,choice_2,choice_1,choice_0,choice_0
cbc3f05f32f21075195161598571e72230db20bb080a9e0e15178f1fb0701b83,a80d170971e046942954de86b353546f,m,1952,jhs,choice_0,choice_0,choice_2,choice_1,choice_2,choice_1,choice_2,choice_2,choice_1,choice_0,choice_1
1b8c1ff93511c76c38a214c987f440b4c35f6030a27e9289cb4dc372d1a3f367,e6faa3cfa2aaabb4d5a2f7bd645ec202,f,1958,m,choice_0,choice_0,choice_2,choice_0,choice_1,choice_0,choice_0,choice_1,choice_1,choice_0,choice_0
062aeb5da5f05c394205af1e3ba7b58ea127083d8b2b515e8cf7d92474175ed6,e26f1744ef73c6fbf5740fb14df6b4fd,f,1989,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_0
5036de085de629b70f6b09df256eac72b95e0f1ea8ff05ab3f1f4b528e8cfc7b,7a839fa938adc2b3c87644d5f059dfb9,m,1955,,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,NA,NA,NA,choice_0,choice_0
1e903584e5da7e34927fbb0b0d096f0a2c9d62e00b07da768f611f0c066ad526,6c483eeed85bd11e505f179221127dcd,,None,,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_2,choice_0,choice_1
8196329f8390298d3693586d4c608233d09ce551820e13c947751626e23eaad0,69993d2246b74eb37301c1b390f79d94,m,1961,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,NA,choice_2,choice_1,choice_1
bb27568870fa362246acd24f06c3debe291799d01457b6a10893ca3593379f4b,8120d69f4c07fb5fff26323ed7dc5f98,m,1956,other,choice_0,choice_0,choice_1,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
07051ef4ab4b32a94063e2f735f75190fd127ab4597effd393db66a56221f264,e75ccdb664f43a535152f1818dcf9dab,m,1969,m,choice_0,choice_0,choice_2,choice_0,choice_0,choice_1,choice_1,choice_2,choice_1,choice_0,choice_0
8cb18a9bfad64d1b69c739e620f4671aac72a9c0e0890466f5b5e5a19a2e56e7,6af626725ec9244b3faadceccf124313,f,1989,b,choice_2,choice_2,choice_1,choice_0,choice_1,choice_1,choice_0,choice_1,choice_1,choice_0,choice_0
9b4dd60a53298ba087837980f7c8d69547fc9106c011062e448a476f6973c1da,69f2c8ee8eb60a9ad31924183b025286,m,1979,m,choice_0,choice_0,choice_2,choice_0,choice_2,choice_1,choice_1,NA,NA,choice_0,choice_0
3f8fcd2d9083c355c8f5fd84d6c3efd3bda27ae73600cfa13a469a49e005b8cc,3f71f7c4717ccd04c2b24f3bc1c0c730,m,1962,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,choice_2,choice_2,choice_0,choice_1
25fdcace803e03cc29682f76e648e75ccddc1fa96017ce80da08170ecc04c4f8,d6e1130e2767d00c571ab1730ae539fe,f,1964,hs,choice_0,choice_2,choice_1,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
14853b4a15a3b92ab81dd3aba23941a6c1bf0bfc190231d37596d111e6ca37c3,89322ea201930370a9a06f0d1439ed00,m,1991,m,choice_2,choice_0,choice_1,choice_1,choice_1,choice_3,choice_2,choice_2,choice_2,choice_0,choice_1
a00d01d0342cc7790cd08b40882d0373af5c4775866b3366a73da2c79ac31fd2,37027d20b52347acbfc59be2dd75baf7,f,1969,hs,choice_0,choice_2,choice_0,choice_0,choice_2,choice_0,choice_1,NA,NA,choice_0,choice_0
c50aa9038b55362d64bbeb6008f6fde444b1ed9505709fcec100e314746339b5,2305b528b88469a75db05fa50f0638bb,,None,,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
03e3fe655b00d2db2ce0684c68d8237dda5c39bfdeffc060d6c94a5f9b246e14,7116b1922b5abb14b2f2a8ca6aade28d,m,1961,hs,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
41a6529bf3194419f36c9ff91f6e0a15c3429638938f5ff870973a492a62e923,bd8c67442e6e668ae927d8d4ab720a92,f,1969,a,choice_0,choice_2,choice_1,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
2c3ea5f6dd5ae75d039770c1540bd184a50b3ab272f14f48080715ba37fb06bf,b91304c84365c344a905d5c8889268c0,m,1973,m,choice_0,choice_2,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
e4c427643b027db38b47547fe34e796e865d2b1bdd9a49db55738e1283824059,cff043f4d5ca7fe6a0b823e27975017d,m,1962,jhs,choice_0,choice_0,choice_1,choice_1,choice_1,choice_0,choice_2,choice_1,choice_1,choice_0,choice_0
7e90c3fa6f197c86b31b39ca6f7fb984d5f87326040c5ce9d337c780c19fc684,e9d0acfe20b6b68d300a59b5f1aa81d7,m,1958,p,choice_0,choice_1,choice_1,choice_1,choice_0,choice_1,choice_1,choice_1,choice_3,choice_0,choice_1
81eb58e2ac080f2f3da71119db0262d8af4ec6f758f2cf28662ebb0badb59020,876413aefe58ea2e1248fae75bc1114b,m,1991,m,choice_0,choice_2,choice_1,choice_0,choice_2,choice_0,choice_1,choice_1,choice_2,choice_0,choice_0
97725b5e62782309a4f42f779928173342d99df6cd4003482e3b1ee13926fba5,255fbfb58a9e51de4deffb4766fa1c4a,m,1992,b,choice_0,choice_0,choice_2,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_1
8d4adc58afd8417fa0ba3a724488bc8fa8488ef84c25f3217baec8e159eeee36,326b026fcd214a326e3e6b9114a987d6,,None,,choice_0,choice_2,choice_1,choice_1,choice_0,choice_1,choice_0,choice_3,choice_1,choice_0,choice_1
d6ca9e7d6bd606cb69a18910d37792110723bdf9e43887389a5d506007b2d9d8,fcdf2f946d646e35e85b5c2f1831e4ce,f,1984,b,choice_0,choice_0,choice_2,choice_0,choice_0,choice_0,choice_1,choice_1,choice_0,choice_0,choice_1
23a2f26da7c97d2bf00ebf8a2b7f20ce5847484689ce9b06ae1a714b85018257,7890a383b26c638ce3a2363094cb3565,m,1973,hs,choice_0,choice_0,choice_2,choice_3,choice_1,choice_0,choice_0,choice_2,choice_2,choice_0,choice_0
bacf5b2feec39bc701623fe07d708f56f62a158f0f8aa83a6880ad1ea79c0c6c,bec8c01c261ceca1b50b18bc7b13230e,,None,,choice_0,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,NA,choice_1,choice_0,choice_0
2828845990ef781daf85674fc94a65fe60fa1f797e0069883dd3b8817424637b,7a376e46a9a0783e78463c5d2155779e,m,1982,m,choice_0,choice_1,choice_2,choice_0,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1
5134e3cba5c2c9fd5b1fe4f49facdb73e3abeeeca1b7618c052a38f0bacb2079,b427e024653ac8eb8dc29ee2e3268ab3,m,1968,m,choice_0,choice_2,choice_1,choice_1,choice_2,choice_2,choice_1,NA,NA,choice_0,choice_0
99531762af22857a4c8ce8e42abc1c62e42fdef41796ce6c254637c8ba22c079,04be7ce8804fc001487e91ca3f19e1f3,m,1959,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1
c095a09aea8c83d9f594679892226495f754a33b137ece54d6174f14223e3f78,c0e2697d3e871cc869057bf6dd0060b8,m,1956,hs,choice_0,choice_2,choice_1,choice_1,choice_1,choice_2,NA,NA,choice_1,choice_0,choice_1
6a41db7894ce4bc0a85496a2880344bb39bb03f80126a47e013a64ca6562c33e,a67d58190d2375dba21bf45d1d1498c4,,None,,choice_0,choice_2,choice_2,choice_1,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_1
59e1ae58a0bc180e0003dd418ca45a6a0719fe698649c6cb255aeb51db88c3cd,dc7b3497d2a72e522e05b64971c9d50b,f,1975,m,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,NA,NA,choice_0,choice_0
259a343f335237911ed6aedc35217e62e392e0ba889e223eec83396e014e597a,127a0eb9ab5380ff46290d590c8fab8d,m,None,m,choice_0,choice_0,choice_1,choice_0,choice_0,choice_0,choice_0,choice_1,choice_0,choice_0,choice_1
7fea8eab5a3b1fcf387a13c72743d85fda262a849466db8e9a6e59c13af55ae0,44c649569d5dd3358abc883e2a9f5cc8,m,1981,m,choice_0,choice_0,choice_2,choice_0,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_1
68753bd49f08717f05561f74222fd80e20966bd34cd03f2c92977ab25026ab8b,8ce531f17b7c02837306328d299a519f,,None,,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
dd2e4360ddca23714ad67410269fd4a958e05890a4217ef85acddc93afed4ffb,e52093ae7a4b9c2331e3e77eb842795a,m,1968,hs,NA,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_1,choice_1,choice_0,choice_0
8c2b1acdbc3259bd8cc50b95bf3841b6576b6b46754e8e302d2eefa34b563826,1658804d07abca47f04e62ebff782399,f,1969,m,choice_0,choice_0,choice_2,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_1
1f2d42f8fe8d409963f068259d85c75c6822a88890a96c1ce6ef06a51f6f5e17,eb71d08da8be9fa37e71201e4efe195b,m,1981,b,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
dc2ac0cda32353d17ea306d461f91665fae4f2937918f91a71384654998749de,b684e4c45ecf4b1dd1d9c49c04f97347,m,1988,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_0
261d59557535bc7f3eb57da41636288d778ecc0ee592dfec28584ee665e4fd07,ac8b25f62db549199a7d7f9bc2e2dbd0,f,1965,m,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
e823c5c091ff4b0c4c1e45a7001d709da74f2ab0f51dc6f315a40ed903c21a74,a8b692503a5526d12d2277ef4913a45e,,None,,choice_0,choice_1,choice_2,choice_2,choice_1,choice_2,choice_1,choice_3,choice_1,choice_0,choice_0
a87a038206c648873a273186df712bb5791ddab6d9018201c24c4ec989781d0c,faeb6e0e3426b00bde4bc29d48e57f32,m,1987,other,choice_0,choice_2,choice_2,choice_1,choice_0,choice_0,choice_0,choice_1,choice_0,choice_0,choice_0
b08084318617d65d8e9091b37a8102dbc87792a1b51db1f7faf95aca5392f0eb,e3e0307708f78ddbce24a3c457a9154f,m,1964,hs,choice_0,choice_2,choice_3,choice_0,choice_1,choice_1,choice_0,choice_2,choice_2,choice_0,choice_0
cf68b62f40e42c5724505bc80448a6ed71ba64cf4336df7e322df012eac38aa1,be66be6e181b2f7c9edd6ec8836c9ab0,f,1968,b,choice_2,choice_0,choice_3,choice_1,choice_2,choice_1,choice_1,choice_2,choice_2,choice_0,choice_0
3890618ea4b2d634eef10c2b230da85edf5ba9ee687ca252a4e230127c5ef4b2,9cf6e8463e314844bd4cc13dc43767e5,m,1966,p,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,NA,NA,choice_0,choice_1
8d15667c73cb6d5264add3dc0f4e009ebd4966f1f5f72af3ebfc45a04df14cb1,c9fa9172d60da2d6f9dd5d73990803ba,m,None,,choice_0,choice_2,choice_2,choice_1,choice_1,choice_1,choice_2,NA,choice_1,choice_0,choice_0
161716738713808beb5af10c16045572525e3992ab1023abaa48729782c112d9,c9b319803d6c772d4ff155b4a7e98783,,None,,choice_2,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1
1afd9477f0ee4d54ceff58fa2e51d206ba0f878819ed417cdb4040e935691f0a,8b0d78282c881e5ee073451976c11570,m,1966,m,choice_0,choice_2,choice_2,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_0,choice_1
78fe03c9bbb6189657bb9aac8cf69a3abab9c749ae7690c74452870e1e048366,f8b204e7bf20783aeb535dfa5d0900c7,m,1966,m,choice_0,choice_0,choice_2,choice_0,choice_1,choice_1,choice_1,choice_1,choice_2,choice_0,choice_0
e2b139d8e330c605e08f09e796096e73f96d77d75ac139c77bc7373118ae1aab,808994f9841fcc63084c03404d3b072e,m,1968,p,choice_0,choice_2,choice_1,choice_0,choice_0,choice_0,choice_0,choice_0,choice_1,choice_0,choice_1
6c512482caf1a39a1ee5bf749c41c202c527ca2b56c46f17d9990e6c54e82590,6019a869db80fe07b6a843937d18854a,m,1964,p,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_1,choice_0,choice_1
3975d354a79ed28dfa4630995b1aa134aaf38195a32c2aa644d70c560a56105f,4eed7629ef985a9664e7ac3d3ce16d06,m,1992,m,choice_0,choice_0,choice_1,choice_0,choice_2,choice_1,choice_0,choice_2,choice_2,choice_0,choice_0
79793ffbeaf37d1d785bef57801f5bd8134b1a15ef2c198fe0444ef63d5fd6ab,b5e0738d3895f637f35bf6d3ac9e03c5,m,1974,m,choice_0,choice_0,choice_1,choice_1,choice_1,choice_0,choice_0,choice_1,choice_1,choice_0,choice_1
2a955db24f7eda851010a124158b2373db1e39bd7520a8aa85e3942c2cb8b1ff,e7d04cb080cef3f597e87a8bf933d7ff,f,1964,hs,choice_0,choice_0,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_1,choice_0,choice_1
a28e7ef89e8267e36db8a16f307dd691c513813da0e628a82bddfd92a6809927,d78ed0a89c050a5a68825b6fca277573,m,1983,m,choice_0,choice_0,choice_1,choice_0,choice_1,choice_1,choice_1,choice_1,choice_2,choice_0,choice_1
449b8df5e4dff377f1054b372dac778c08cabf4a7ac86579e6c6c750643f15c9,cd1304b9311bab8e268b62db3feff512,f,1972,m,choice_0,choice_2,choice_1,choice_0,choice_0,choice_2,choice_0,choice_2,choice_1,choice_0,choice_0
23af2aac1991f599fac08729651c2fd5756ddb31ade885d0b9e0895a186ef801,ade9adee31af8a3ffa517dc1fe7e745b,m,1969,p,choice_0,choice_2,choice_1,choice_1,choice_1,choice_1,choice_1,choice_2,choice_1,choice_0,choice_1
0bd57845835d5c4b6a946799c2395e840b064581cc2dd8806f01934e829b8b4d,7cc19985f16dd053f640cfde90ec6dc9,,None,m,choice_0,choice_2,choice_1,choice_1,choice_0,choice_0,choice_2,choice_0,choice_2,choice_0,choice_1
dce665b46dbc2005285d8149ef605c9a7977408a539ad2705e14f00b093ac12c,36da9542b3333e7ed33ea4f77823b98b,m,1977,m,choice_0,choice_0,choice_1,choice_1,choice_0,choice_1,choice_0,choice_1,choice_1,choice_0,choice_0
08469e6f642a872da321f7977a16b2293dee813a5237b51617435e3cc762d404,40f4772865a3ff8c24ff179b7c4a4433,f,1968,hs,choice_0,choice_0,choice_1,choice_0,choice_1,choice_0,choice_1,NA,choice_1,choice_0,choice_0
a568ece7b54568ba792f3f217c61d0796440c5a1205269a9d1b73c3ecf9a5512,72a3496e981f8263bbcbebb0ebc19a00,f,1986,hs,choice_0,choice_2,choice_1,choice_0,choice_1,choice_0,choice_0,NA,choice_1,choice_0,choice_1
b8aa02d722fac1b069d57e8fe637a4074bd34d35e51eeb69dbb66822ed51e525,d38a9de2dce3e70f8ed6815274a310ac,m,1959,b,choice_0,choice_0,choice_0,choice_0,choice_0,choice_1,choice_1,choice_2,choice_2,choice_0,choice_1
c4442f8dfc394408473778633b17e7eb12a252ff0e219bafd8b3bf4420d0700d,7e9d490313b40ae9c02cfd11b2bd46b3,f,None,b,choice_2,choice_2,choice_1,choice_1,choice_1,choice_3,choice_1,choice_0,choice_1,choice_0,choice_0
222ccf9b32c01b7abf519355e5474f087495869bf87160fe1dc2a988fc1970fe,ee849928de4b4d932a9b60310355f92d,f,1944,b,choice_0,choice_2,choice_1,choice_0,choice_1,choice_1,choice_1,choice_2,choice_2,choice_0,choice_0
3e8e74bbd100f810561eea5ed8004815c3530fd6f3631a8ee5a57661f4ea09f3,525ba3fbacf0481a1da572fa812bbf21,m,1972,m,choice_0,choice_0,choice_0,choice_0,choice_1,choice_1,choice_0,choice_2,choice_1,choice_0,choice_0
535a0df54a00f3c216db233fff9c53f6bce0f711abc4cba21daf969a54f66037,e21027996d4fa69cd4230473b5f22ba9,m,1988,m,choice_0,choice_0,choice_0,choice_2,choice_3,choice_1,choice_0,choice_2,choice_0,choice_0,choice_1
